bloc,batch,demand,n,total,pct
Gauche radicale,RAFAH,stop_colonization,1,804,0.12
Gauche radicale,RAFAH,stop_ethnic_cleaning,1,804,0.12
Gauche radicale,RAFAH,stop_genocide,16,804,1.99
Gauche radicale,RAFAH,stop_massacre,1,804,0.12
Gauche radicale,RAFAH,stop_massacres,1,804,0.12
Gauche radicale,RAFAH,stop_offensive,1,804,0.12
Gauche radicale,RAFAH,stop_operations,1,804,0.12
Gauche radicale,RAFAH,stop_support,1,804,0.12
Gauche radicale,RAFAH,strong_action,1,804,0.12
Gauche radicale,RAFAH,strong_action_against_genocide,1,804,0.12
Gauche radicale,RAFAH,student_release,1,804,0.12
Gauche radicale,RAFAH,support_for_GMeurice,1,804,0.12
Gauche radicale,RAFAH,support_for_Gaza,1,804,0.12
Gauche radicale,RAFAH,support_for_candidate,1,804,0.12
Gauche radicale,RAFAH,support_for_palestinian_people,1,804,0.12
Gauche radicale,RAFAH,support_international_law,1,804,0.12
Gauche radicale,RAFAH,support_self_determination,1,804,0.12
Gauche radicale,RAFAH,suspend_agreements,1,804,0.12
Gauche radicale,RAFAH,suspend_trading_agreement,1,804,0.12
Gauche radicale,RAFAH,suspension_agreement,1,804,0.12
Gauche radicale,RAFAH,suspension_cooperation,1,804,0.12
Gauche radicale,RAFAH,symbolic_honor,1,804,0.12
Gauche radicale,RAFAH,testimony_access,1,804,0.12
Gauche radicale,RAFAH,un_protection_force,1,804,0.12
Gauche radicale,RAFAH,vote_union_populaire,1,804,0.12
Gauche radicale,RAFAH,war_crime_condemnation,1,804,0.12
Gauche radicale,RAFAH,war_crime_punishment,1,804,0.12
Gauche radicale,RAFAH,war_criminals_judged,1,804,0.12
Gauche radicale,RAFAH,war_criminals_sanctions,1,804,0.12
Gauche radicale,RAFAH,welcome_testimony,1,804,0.12
Gauche radicale,RAFAH,youth_mobilization,1,804,0.12
